scorename,epoch,tr_mae,tr_ev,tr_mse,tr_r2,tr_r,tr_p,val_mae,val_ev,val_mse,val_r2,val_r,val_p,loss
outcome,0,22.717418788170274,-0.002974087301459649,542.9094710816994,-19.296590590339193,-0.05347764397779478,0.15636158504323927,22.500705018639565,-0.0008621272096556165,534.0142738664525,-18.272468982957932,-0.007195555283164637,0.9494902763027008,92.63153
outcome,1,4.572621250694448,0.08821447520065928,38.90976962963478,-0.4639095594604714,0.4195176203332508,2.2100126059348046e-31,4.583347153663635,0.10430669292840589,37.53563838692112,-0.33826961639269637,0.48714580871186663,4.596123157913851e-06,155.28505
outcome,2,3.6980974051085385,0.14887959864914302,24.888295644969137,0.06458278208273638,0.5168790378876404,2.404084068908525e-49,3.6512468338012694,0.16527173612098112,24.76125799586125,0.11012867097511614,0.5795115522205636,1.778609407964196e-08,187.33409
outcome,3,4.677893481471322,0.19317584874638782,38.96588560771352,-0.4590602623715543,0.5489413770230104,1.1905014969832234e-56,4.533696532249451,0.21201591892538385,35.95265725275408,-0.342553803164112,0.5847610439951343,1.2298124764119834e-08,58.399277
outcome,4,3.5285382135347887,0.2118421161785521,21.053272118285147,0.2067167453709543,0.5596570307955073,2.8394457587370114e-59,3.5130160570144655,0.2189026905550604,21.549296224651744,0.2185739775407538,0.5765441059397676,2.1848440124032632e-08,92.797714
outcome,5,4.166206549514424,0.26229684070673787,31.598533605721784,-0.18369569124901441,0.569241236508556,1.0600065862710974e-61,4.176362037658691,0.27328052821062154,30.764506795206852,-0.1326397920608866,0.5887311754763478,9.262992752785207e-09,101.3217
outcome,6,3.596613412553614,0.2416101512014972,24.02926590883907,0.10144257241405785,0.5817995052992263,5.257439289439443e-65,3.530673027038574,0.24846162893641743,23.14502468743085,0.14096739868930308,0.6016569247926594,3.5833828121809824e-09,29.252176
outcome,7,4.123978980562904,0.26473968111128554,31.044672118281696,-0.16309938317403994,0.5781111644702535,5.083812294424546e-64,4.003723049163819,0.26683309468948946,29.093222610248176,-0.0835745961263974,0.581599716792935,1.537013748921657e-08,81.52035
outcome,8,4.039736140858043,0.28728073338003046,29.66631991758627,-0.11117421428834273,0.5753037541655732,2.804656484746729e-63,3.835397410392761,0.2824343290228035,24.3202209898413,-0.05383118614062976,0.5588413451349182,7.152229880340796e-08,79.345985
outcome,9,3.5354063456708733,0.3146290237384274,19.255116253587797,0.27698319101923974,0.5942930757272618,1.938550657334078e-68,3.557543897628784,0.3430776232613115,19.491519523073475,0.2809954004972477,0.6297945735735015,3.889064279485899e-10,56.345577
outcome,10,3.3845993768085134,0.33201918244253315,18.214054457357125,0.3166245879269277,0.6007771999744609,2.789608906943226e-70,3.5819069385528564,0.31588804271369053,19.758525365811238,0.2846611247414348,0.5841773203708599,1.2817327125734413e-08,26.469069
outcome,11,3.288754400881854,0.31029823941752466,19.292513231601358,0.277034893926952,0.6212032672345262,2.2800465432687187e-76,3.2092474937438964,0.3153631431320103,18.87491511034914,0.2955045563703307,0.6264430312702853,5.126366942964782e-10,33.511135
outcome,12,4.665870170701634,0.31537251843428027,29.810254842749018,-0.11781462354249728,0.6075618739227718,2.96844503215413e-72,4.805962061882019,0.3449358355759672,30.290669655356623,-0.3106709654380757,0.6260009561622517,5.315282600794716e-10,74.61081
outcome,13,4.534392966465517,0.34595787204722506,34.445937169111005,-0.28877335907118873,0.6187759634549126,1.2732675462266066e-75,4.358386158943176,0.3308864239234177,32.30117101526234,-0.2152936032497048,0.6001019869855422,4.0260771690946965e-09,84.38417
outcome,14,3.2787329148162496,0.34836329108606845,17.467605729077818,0.3445292029853645,0.6350417112939933,9.35195354225143e-81,3.3828527450561525,0.295036178540349,18.218492262760538,0.27607077820518156,0.5711914029564192,3.1502771689760565e-08,92.92908
outcome,15,3.1745698181065647,0.38016482610219315,16.634733977676184,0.37712532583834824,0.623827355158205,3.491313743282481e-77,3.335001230239868,0.36312598941823493,17.802840276924872,0.35223103970515135,0.607259494792179,2.3428802965594222e-09,20.06922
outcome,16,3.8920647529038517,0.3949909504321252,26.374273810122887,0.014242214354992622,0.6343506156877721,1.5678816930469685e-80,3.8924667119979857,0.36584111502082794,25.89135032439458,0.057799271058390556,0.6096894630629258,1.9435194547249183e-09,85.74178
outcome,17,4.6150140410119835,0.37538648879192793,34.861449459808696,-0.3103887172812281,0.6477241547068908,5.606936652957389e-85,4.496515893936158,0.34981713535870984,33.74815529358521,-0.23343582904039328,0.6220904383264283,7.302681732032568e-10,49.823555
outcome,18,6.114624760367653,0.4029452599084318,46.92963860735247,-0.7579646140647771,0.6626876113929602,3.165192606611563e-90,6.420641088485718,0.36943363352665304,52.42092775216152,-0.901156391128773,0.6351922474453033,2.475048832223875e-10,62.127754
outcome,19,11.939069886099208,0.41497486637432635,157.33002791573207,-4.903053937109391,0.6627958252224073,2.8929370246866726e-90,12.508693361282349,0.4088548495572767,170.25175558015343,-6.301289437930678,0.6473162639309267,8.679308894686683e-11,46.04148
outcome,20,4.90897504308007,0.4415684329564483,36.65016893209859,-0.3713892030144599,0.6773127829672096,1.172289826278401e-95,4.703996801376343,0.3878220353701489,36.038728422649726,-0.31552305943870107,0.6294379244403289,4.0057094429589943e-10,86.35935
outcome,21,3.7700420780615373,0.47686565580497453,20.259813239161915,0.24071001786872703,0.7020025283326807,1.4037553647012302e-105,4.207673835754394,0.39013522780319887,24.444380793451547,0.09438749373460464,0.6303430992064543,3.715984671200808e-10,112.36261
outcome,22,6.026765350591052,0.4698317552897733,49.322034877476675,-0.8448823360801232,0.6968241495223935,2.0520045249388832e-103,5.6871119976043705,0.393281831322537,48.561994883496325,-0.7320663945747208,0.6326628707332079,3.062158105830774e-10,75.02049
