,R2,MSE,MAE,ev,r,p
0,0.22006605290530823,22.728617323082712,3.695393719377587,0.2251671389095311,0.5318897773683922,8.147848655310419e-08
1,0.09293280136139281,27.748789040178007,4.330279105868964,0.10254137876777458,0.33427924265785613,0.0016572949281721675
2,0.03723102041308679,22.128935962062965,3.599239506930514,0.04314955002716114,0.24690281135864553,0.021918233654615146
3,-0.11223484014617613,20.42162594641049,3.6729101107853963,-0.10208312708388845,-0.006452083956200824,0.954412336738269
4,-0.03505677179762734,28.22867257700279,4.4806212768410605,0.028194655970574356,0.2201229357360498,0.04422190535417176
5,0.1442668289612088,16.37003990013483,3.241946150020734,0.1469925022382641,0.38568234320943445,0.0002671122845947891
6,0.02677305881742975,22.962112207399887,3.87835661203615,0.02680666270159382,0.24129026615783206,0.018493262696386868
7,0.01079243958481202,28.488698083156407,4.088290240945542,0.03231913108718498,0.18158464772844954,0.10253639032264371
8,0.11645667765541357,23.8370564983792,3.47383496098862,0.11896401964881775,0.3494464642251958,0.001385847267232724
9,-0.015939467698897092,30.61717817588268,4.169030249660116,-2.220446049250313e-16,,
10,0.03169612861711901,20.397822558062533,3.7010649493912577,0.03678407870548783,0.1918261889666368,0.0733853754863971
11,0.038847565671961126,35.203913352187634,4.702777738608126,0.05327971975288037,0.25865285909530206,0.01330258596646835
12,-0.0015185230730458965,29.644587958083417,4.318669582517975,0.0009876946507192397,0.03143590719840516,0.7751813784222978
13,0.18549028226902842,14.954131326363541,3.0943040287651904,0.1858280569034465,0.4473521203568208,1.3985353266521507e-05
14,0.03936717094171038,23.24491186994551,3.8847477113272415,0.03936726531822565,0.1984440272639775,0.05387916966161896
