,R2,MSE,MAE,ev,r,p
0,0.48398409220776795,15.037591509539517,3.1737236039696475,0.49214230630217537,0.708034615072637,8.544150275299782e-15
1,0.425309042712927,17.580812271672187,3.30431099609135,0.4304634851563791,0.6598758657190389,4.8380602639539014e-12
2,0.23618283218473501,17.55609242890282,3.2548988039990827,0.24683571366928736,0.5009497675618546,8.998716322146089e-07
3,0.33496254745073983,12.210682138432018,2.8883117638668425,0.3834975110178864,0.6460390338226233,7.369218876989745e-11
4,0.3338435283956789,18.167808215302905,3.439711615988265,0.36942795974318354,0.6135685594853247,5.456503126590018e-10
5,0.4243092898504879,11.01287201925852,2.530625092036811,0.4244327681173111,0.6796698451479666,8.553287065838042e-13
6,0.4099566969297409,13.921357865269496,2.8706200313566828,0.44891253757105676,0.6722603662231807,8.696423963949244e-14
7,0.18713422715383377,23.410140107528512,3.6936359565583787,0.2151446567570814,0.4650932448938152,1.0709498729093554e-05
8,0.43486964600037337,15.246614214106824,2.717199707018087,0.44088251527324673,0.6792007975931474,3.172979091071622e-12
9,0.550756227474803,13.538775749074679,2.7570500767140924,0.5613153693626777,0.7498812771519648,5.1905479034662435e-18
10,0.282004274430976,15.124951826009232,3.0277051492758407,0.28709724711820117,0.5651205001204532,9.699444634748973e-09
11,0.48227852622551115,18.96246760906976,3.2709389924537846,0.4898812025117937,0.7000529235938984,1.1484832902779152e-14
12,0.49690051065255436,14.891563880281257,2.7660683365113536,0.4994319282342782,0.7073447836652396,3.8160485920587795e-14
13,0.300643368805782,12.839958418146024,2.6876019593648435,0.30064539486993935,0.6607969151433598,3.293489539279036e-12
14,0.36000907167115537,15.486179814562556,3.1199896468665136,0.37369704947274973,0.6146133370455575,3.467977388392284e-11
